index,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name,character,role,credit_count
26976,tm245911,1898: Our Last Men in the Philippines,MOVIE,2016,PG-13,130,"['drama', 'history', 'war', 'european']",['ES'],tt5698568,6.0,3281.0,9.711,6.5,55656,Eduard Fernández,Cpt. Enrique de las Morenas,ACTOR,3
26977,tm245911,1898: Our Last Men in the Philippines,MOVIE,2016,PG-13,130,"['drama', 'history', 'war', 'european']",['ES'],tt5698568,6.0,3281.0,9.711,6.5,183630,Miguel Herrán,Carvajal,ACTOR,4
26980,tm245911,1898: Our Last Men in the Philippines,MOVIE,2016,PG-13,130,"['drama', 'history', 'war', 'european']",['ES'],tt5698568,6.0,3281.0,9.711,6.5,164561,Pedro Casablanc,Lt. Colonel Cristóbal Aguilar,ACTOR,10
26987,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016,NR,80,['comedy'],['MX'],tt5886430,7.0,299.0,2.319,7.4,229010,Sofía Niño de Rivera,Herself,ACTOR,3
26988,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016,NR,80,['comedy'],['MX'],tt5886430,7.0,299.0,2.319,7.4,211560,Raúl Campos,Unavailable,DIRECTOR,21
26989,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016,NR,80,['comedy'],['MX'],tt5886430,7.0,299.0,2.319,7.4,590250,Jan Suter,Unavailable,DIRECTOR,20
26990,tm266629,Russell Peters: Almost Famous,MOVIE,2016,NR,73,['comedy'],['US'],tt5946232,6.0,1882.0,3.53,6.7,16279,Russell Peters,Himself,ACTOR,3
27003,tm215911,Ludo,MOVIE,2015,NR,90,"['horror', 'thriller', 'fantasy']",['IN'],tt3724898,3.0,825.0,2.932,2.9,206881,Rii Sen,Dida,ACTOR,3
27005,tm215911,Ludo,MOVIE,2015,NR,90,"['horror', 'thriller', 'fantasy']",['IN'],tt3724898,3.0,825.0,2.932,2.9,128498,Tillotama Shome,Shaman,ACTOR,5
27007,tm215911,Ludo,MOVIE,2015,NR,90,"['horror', 'thriller', 'fantasy']",['IN'],tt3724898,3.0,825.0,2.932,2.9,140242,Qaushiq Mukherjee,Unavailable,DIRECTOR,4
27009,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,143299,Angel Locsin,Jaica Domingo,ACTOR,5
27012,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,204824,Nonie Buencamino,Unavailable,ACTOR,6
27013,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,183146,Khalil Ramos,Unavailable,ACTOR,3
27016,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,164746,Nor Domingo,Unavailable,ACTOR,3
27017,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,184054,Niña Dolino,Unavailable,ACTOR,6
27020,tm232855,Everything About Her,MOVIE,2016,NR,126,"['comedy', 'drama']",['PH'],tt3860092,7.0,328.0,2.675,8.1,132771,Vangie Labalan,Unavailable,ACTOR,5
27035,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,48003,Akshay Kumar,Professor Aditya / Gabbar,ACTOR,16
27038,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,68971,Jaideep Ahlawat,C.B.I Officer Kuldeep Pahwa,ACTOR,4
27039,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,118807,Sunil Grover,Hawaldar Sadhuram,ACTOR,3
27041,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,26954,Shruti Bapna,Lakshmi,ACTOR,3
27042,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,48004,Kareena Kapoor Khan,Sunaina,ACTOR,25
27043,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,141159,Ravi Prakash,Ravi,ACTOR,3
27047,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,69116,Chitrangda Singh,"Special Appearance in ""Aao Raja"" Song",ACTOR,4
27049,tm208713,Gabbar Is Back,MOVIE,2015,PG-13,130,"['drama', 'action', 'crime', 'comedy']",['IN'],tt2424988,7.0,24676.0,6.772,7.2,1037000,Rajiv Kachroo,Unavailable,ACTOR,3
27079,tm311456,Sen Benim HerŞeyimsin,MOVIE,2016,NR,107,['comedy'],['TR'],tt5748380,6.0,2667.0,1.91,6.3,113767,Cengiz Bozkurt,Unavailable,ACTOR,3
27095,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,4051,Tabu,Begum Hazrat Jaan,ACTOR,10
27096,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,61017,Katrina Kaif,Firdaus,ACTOR,13
27097,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,103221,Aditya Roy Kapur,Noor,ACTOR,4
27099,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,176564,Akshay Oberoi,Mufti,ACTOR,6
27100,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,62777,Lara Dutta,Leena Becker,ACTOR,5
27101,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,64201,Ajay Devgn,Muazzam,ACTOR,17
27102,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,134545,Aditi Rao Hydari,Young Hazrat,ACTOR,10
27106,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,159967,Suchitra Pillai,Reporter,ACTOR,3
27107,tm233015,Fitoor,MOVIE,2016,NR,131,"['drama', 'romance']",['IN'],tt4399594,5.0,4787.0,3.791,5.8,172569,Abhishek Kapoor,Unavailable,DIRECTOR,4
27108,tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,NR,78,['comedy'],['US'],tt4705606,7.0,1506.0,5.005,6.9,66573,Jen Kirkman,Herself,ACTOR,3
27109,tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,NR,78,['comedy'],['US'],tt4705606,7.0,1506.0,5.005,6.9,66532,Lance Bangs,Unavailable,DIRECTOR,8
27110,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,11409,Luis Guzmán,Luis,ACTOR,5
27113,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,41620,Miriam Shor,Sargent Nora,ACTOR,3
27119,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,3931,Rosie Perez,Gloria,ACTOR,4
27120,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,229783,Brian Tyree Henry,Larry Labels,ACTOR,4
27125,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,5128,Rosario Dawson,Vanessa,ACTOR,8
27126,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,['comedy'],['US'],tt3730510,5.0,1824.0,6.561,5.7,603286,Mike Massimino,Detective,ACTOR,4
27143,tm273933,Reggie Watts: Spatial,MOVIE,2016,NR,61,"['comedy', 'music']",['US'],tt5861260,6.0,503.0,3.124,5.7,3909,Reggie Watts,Unavailable,ACTOR,4
27145,tm273933,Reggie Watts: Spatial,MOVIE,2016,NR,61,"['comedy', 'music']",['US'],tt5861260,6.0,503.0,3.124,5.7,206665,Kate Berlant,Unavailable,ACTOR,5
27149,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,65748,Shahana Goswami,Kavya Ranganathan,ACTOR,5
27150,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,369755,Avinash Tiwary,Rashid,ACTOR,3
27151,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,143210,Vishal Malhotra,Dominic,ACTOR,5
27153,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,69489,Rasika Dugal,Tasneem,ACTOR,5
27155,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,104754,Shivkumar Subramaniam,Ranganathan (Kavya's Father),ACTOR,6
27156,tm245293,You Are My Sunday,MOVIE,2016,NR,119,"['drama', 'comedy']",['IN'],tt4990516,8.0,1649.0,1.682,7.0,1398092,Suhaas Ahuja,Shaan,ACTOR,3
27178,tm274053,Asperger's Are Us,MOVIE,2016,NR,83,"['documentation', 'comedy', 'drama']",['US'],tt4991844,7.0,737.0,4.968,5.9,406394,Alexandre Lehmann,Unavailable,DIRECTOR,3
27180,tm137557,Honeytrap,MOVIE,2015,NR,93,"['drama', 'crime', 'romance']",['GB'],tt4187514,6.0,758.0,2.663,4.8,57775,Lucien Laviscount,Troy,ACTOR,3
27202,tm207668,ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],tt3679000,5.0,6258.0,5.018,5.6,64531,Prabhu Deva,Vishnu,ACTOR,5
27203,tm207668,ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],tt3679000,5.0,6258.0,5.018,5.6,38634,Varun Dhawan,"Suresh ""Suru"" Mukund",ACTOR,3
27204,tm207668,ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],tt3679000,5.0,6258.0,5.018,5.6,56782,Shraddha Kapoor,"Vinita ""Vinnie"" Sharma",ACTOR,7
27213,tm207668,ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],tt3679000,5.0,6258.0,5.018,5.6,64205,Murali Sharma,Shetty Anna,ACTOR,14
27214,tm207668,ABCD 2,MOVIE,2015,PG,154,"['music', 'drama']",['IN'],tt3679000,5.0,6258.0,5.018,5.6,158267,Remo D'Souza,Unavailable,DIRECTOR,3
27215,tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,2015,NR,71,"['comedy', 'documentation']",['US'],tt4074376,7.0,2572.0,4.925,6.6,56728,Iliza Shlesinger,Herself,ACTOR,7
27216,tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,2015,NR,71,"['comedy', 'documentation']",['US'],tt4074376,7.0,2572.0,4.925,6.6,159658,Ryan Polito,Unavailable,DIRECTOR,9
27226,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,NR,67,['comedy'],['MX'],tt6268852,7.0,232.0,3.98,6.7,627934,Carlos Ballarta,Himself,ACTOR,4
27227,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,NR,67,['comedy'],['MX'],tt6268852,7.0,232.0,3.98,6.7,211560,Raúl Campos,Unavailable,DIRECTOR,21
27228,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,NR,67,['comedy'],['MX'],tt6268852,7.0,232.0,3.98,6.7,590250,Jan Suter,Unavailable,DIRECTOR,20
27260,tm149212,Olmo and the Seagull,MOVIE,2015,NR,90,"['drama', 'european', 'romance', 'family', 'documentation']","['FR', 'PT', 'SE', 'DK', 'BR']",tt4160256,7.0,674.0,2.566,7.1,282335,Petra Costa,Unavailable,DIRECTOR,5
27262,tm239933,7:19,MOVIE,2016,NR,94,"['thriller', 'drama', 'history']",['MX'],tt5979312,6.0,644.0,9.125,6.4,2253,Demián Bichir,Fernando Pellicer,ACTOR,5
27271,tm327551,Born in Syria,MOVIE,2016,NR,86,"['documentation', 'european']","['ES', 'DK']",tt5356680,8.0,279.0,2.526,7.1,286453,Hernán Zin,Unavailable,DIRECTOR,5
27272,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,6958,Amitabh Bachchan,John Biswas,ACTOR,19
27273,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,26948,Nawazuddin Siddiqui,Martin Das,ACTOR,20
27274,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,61023,Vidya Balan,Sarita Sharma,ACTOR,10
27276,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,124583,Mukesh Chhabra,Tariq (Estate Agent),ACTOR,4
27277,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,64478,Prakash Belawadi,Kumar,ACTOR,5
27278,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,63664,Masood Akhtar,Imambara Official,ACTOR,3
27279,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,69229,Tota Roy Chowdhury,"Peter Roy, Angela's Father",ACTOR,3
27280,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,39605,Sabyasachi Chakraborty,Manohar,ACTOR,4
27281,tm233366,Te3n,MOVIE,2016,PG-13,136,"['thriller', 'drama']",['IN'],tt4814290,7.0,12816.0,8.131,6.9,235916,Ribhu Dasgupta,Unavailable,DIRECTOR,3
27287,tm263743,The Doll,MOVIE,2016,NR,106,"['thriller', 'horror']",['ID'],tt6011480,5.0,738.0,5.963,5.3,68711,Denny Sumargo,Daniel,ACTOR,3
27288,tm263743,The Doll,MOVIE,2016,NR,106,"['thriller', 'horror']",['ID'],tt6011480,5.0,738.0,5.963,5.3,558768,Sara Wijayanto,Laras,ACTOR,3
27304,tm263743,The Doll,MOVIE,2016,NR,106,"['thriller', 'horror']",['ID'],tt6011480,5.0,738.0,5.963,5.3,254888,Rocky Soraya,Unavailable,DIRECTOR,5
27307,tm247631,Clair Obscur,MOVIE,2016,NR,100,"['drama', 'european']",['TR'],tt4373956,6.0,2374.0,3.914,6.3,179134,Okan Yalabık,Umut,ACTOR,3
27350,tm244842,Ordinary People,MOVIE,2016,NR,107,['drama'],['PH'],tt5891626,7.0,498.0,3.296,6.3,162377,Maria Isabel Lopez,Unavailable,ACTOR,3
27351,tm244842,Ordinary People,MOVIE,2016,NR,107,['drama'],['PH'],tt5891626,7.0,498.0,3.296,6.3,156864,Sue Prado,Unavailable,ACTOR,3
27352,tm244842,Ordinary People,MOVIE,2016,NR,107,['drama'],['PH'],tt5891626,7.0,498.0,3.296,6.3,6369,Ruby Ruiz,Unavailable,ACTOR,5
27369,tm247444,Poshter Girl,MOVIE,2016,PG-13,140,['comedy'],['IN'],tt5323386,7.0,328.0,2.098,8.0,247723,Hrishikesh Joshi,Kisan Thorat,ACTOR,4
27380,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,1339,Shahid Kapoor,Jagjinder Joginder,ACTOR,14
27381,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,63996,Alia Bhatt,Alia Arora,ACTOR,8
27382,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,66029,Pankaj Kapur,Bipin Arora,ACTOR,3
27383,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,63372,Sanjay Kapoor,Mr Fundwani,ACTOR,6
27386,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,206862,Vikas Verma,Robin Fundwani,ACTOR,3
27387,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,63362,Sushma Seth,Kamla Arora,ACTOR,4
27389,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,206864,Anjana Sukhani,Mrs Fundwani,ACTOR,4
27390,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,45230,Karan Johar,Karan Johar,ACTOR,12
27393,tm227044,Shaandaar,MOVIE,2015,PG-13,144,"['romance', 'drama', 'comedy']",['IN'],tt4007558,4.0,5612.0,5.132,4.9,65824,Vikas Bahl,Unavailable,DIRECTOR,4
27398,tm138584,Hawaizaada,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],tt4338154,6.0,1910.0,1.792,6.0,67145,Ayushmann Khurrana,Shivkar Bapuji Talpade,ACTOR,5
27399,tm138584,Hawaizaada,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],tt4338154,6.0,1910.0,1.792,6.0,63667,Mithun Chakraborty,Subbaraya Shastry,ACTOR,12
27402,tm138584,Hawaizaada,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],tt4338154,6.0,1910.0,1.792,6.0,1926864,Naman Jain,Narayan Talpade,ACTOR,3
27403,tm138584,Hawaizaada,MOVIE,2015,PG,157,"['fantasy', 'drama']",['IN'],tt4338154,6.0,1910.0,1.792,6.0,91078,Jayant Kripalani,Gopal Talpade,ACTOR,4
27411,tm267419,Joe Rogan: Triggered,MOVIE,2016,NR,63,"['comedy', 'documentation']",['US'],tt6023444,7.0,4447.0,4.341,6.7,9374,Joe Rogan,Himself,ACTOR,4
27413,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,74173,Rajat Kapoor,K,ACTOR,7
27415,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,67214,Huma Qureshi,Veena,ACTOR,5
27416,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,63056,Swara Bhaskar,Aunty,ACTOR,4
27417,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,67128,Radhika Apte,Rija,ACTOR,10
27421,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,206881,Rii Sen,Basanti,ACTOR,3
27436,tm155382,X: Past Is Present,MOVIE,2015,PG-13,105,"['drama', 'thriller', 'romance']",['IN'],tt5207116,5.0,699.0,1.487,5.7,140242,Qaushiq Mukherjee,Unavailable,DIRECTOR,4
27439,tm239764,David Cross: Making America Great Again,MOVIE,2016,NR,74,['comedy'],['US'],tt5943936,6.0,1647.0,4.239,6.7,1309,David Cross,Himself,ACTOR,5
27441,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,26755,Dani Rovira,Ramón,ACTOR,4
27442,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,9993,Alexandra Jiménez,Inma,ACTOR,4
27443,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,31836,Karra Elejalde,Manolo,ACTOR,6
27445,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,46454,Maria de Medeiros,Noelia,ACTOR,3
27446,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,121558,David Verdaguer,Mario,ACTOR,3
27448,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,108239,Andrés Velencoso,Unavailable,ACTOR,3
27450,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,72221,Clara Segura,Unavailable,ACTOR,3
27451,tm240733,100 Meters,MOVIE,2016,NR,108,"['drama', 'comedy', 'european']",['ES'],tt5089786,8.0,6167.0,9.529,7.5,108239,Andrés Velencoso,Monitor,ACTOR,3
27455,tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,2016,NR,77,['comedy'],['US'],tt6081882,7.0,2865.0,4.549,6.4,56728,Iliza Shlesinger,Herself,ACTOR,7
27456,tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,2016,NR,77,['comedy'],['US'],tt6081882,7.0,2865.0,4.549,6.4,12172,Bobcat Goldthwait,Unavailable,DIRECTOR,4
27457,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,2823,Kelsey Grammer,Charles,ACTOR,5
27458,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,7,Tamsin Greig,Penelope,ACTOR,3
27459,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,3910,John Michael Higgins,Richard Grinding,ACTOR,6
27462,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,23870,Togo Igawa,Nakamura,ACTOR,4
27468,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,1871,Dilyana Bouklieva,Business woman,ACTOR,3
27469,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,18481,Lee Nicholas Harris,Banker,ACTOR,8
27472,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,16114,Vic Waghorn,Investment Banker,ACTOR,3
27476,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,206731,Jill Buchanan,City Bankers Wife & Party Guest,ACTOR,3
27477,tm244758,Breaking the Bank,MOVIE,2016,NR,106,['comedy'],['GB'],tt3105662,5.0,928.0,3.571,4.5,234214,Atul Sharma,Banker,ACTOR,3
27514,tm232931,Hannibal Buress: Comedy Camisado,MOVIE,2016,R,67,['comedy'],['US'],tt5352432,7.0,1517.0,4.269,6.4,66532,Lance Bangs,Unavailable,DIRECTOR,8
27515,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,64747,Ritesh Deshmukh,Hafeez Bin Ali / Ishwarchand Sharma,ACTOR,9
27517,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,133548,Rajesh Sharma,Unavailable,ACTOR,8
27518,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,255955,Zachary Coffin,Stanislav the Cop,ACTOR,3
27521,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,68983,Kumud Mishra,Guru / Abba,ACTOR,5
27523,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,67217,Chandan Roy Sanyal,Tamim Iqbal,ACTOR,5
27525,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,104754,Shivkumar Subramaniam,Unavailable,ACTOR,6
27526,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,91082,Aakash Dabhade,Sanichara,ACTOR,3
27529,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,64748,Jacqueline Fernandez,Rosie (Cameo),ACTOR,7
27530,tm217986,Bangistan,MOVIE,2015,PG-13,135,"['comedy', 'drama']",['IN'],tt3422462,4.0,1273.0,2.835,6.4,139465,Janusz Chabior,Bobitsky,ACTOR,4
27542,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,65830,Mike Smith,Bubbles,ACTOR,12
27543,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,65831,John Paul Tremblay,Julian,ACTOR,12
27544,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,31988,Robb Wells,Ricky,ACTOR,12
27545,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,66201,John Dunsworth,Jim Lahey,ACTOR,6
27546,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,65832,Patrick Roach,Randy,ACTOR,9
27547,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,NR,74,['comedy'],['XX'],tt5087462,6.0,1036.0,4.159,5.6,21201,Tom Green,Himself,ACTOR,3
