index,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name,character,role,credit_count
0,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,3748,Robert De Niro,Travis Bickle,ACTOR,9
3,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,3739,Harvey Keitel,Matthew 'Sport' Higgins,ACTOR,4
4,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,48933,Cybill Shepherd,Betsy,ACTOR,3
9,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,3308,Martin Scorsese,Passenger Watching Silhouette,ACTOR,4
28,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,17421,Debbi Morgan,Girl at Columbus Circle (uncredited),ACTOR,3
36,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.0,795222.0,27.612,8.2,3308,Martin Scorsese,Unavailable,DIRECTOR,4
37,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11472,Graham Chapman,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,ACTOR,6
38,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,1549,John Cleese,Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter,ACTOR,11
39,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11474,Eric Idle,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,ACTOR,9
40,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11473,Terry Gilliam,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand,ACTOR,9
41,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11475,Terry Jones,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe,ACTOR,11
42,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11476,Michael Palin,First Swallow-Savvy Guard / Dennis / Peasant 2 / Right Head / Sir Galahad the Pure / Narrator / King of Swamp Castle / Brother Maynard's Brother / Leader of The Knights Who Say NI!,ACTOR,9
44,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11478,Carol Cleveland,Zoot / Dingo,ACTOR,5
45,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11482,Neil Innes,First Monk / Singing Minstrel / Page Crushed by the Rabbit / Peasant #4,ACTOR,3
77,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11475,Terry Jones,Themselves (uncredited),ACTOR,11
83,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11475,Terry Jones,Unavailable,DIRECTOR,11
84,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.0,530877.0,18.216,7.8,11473,Terry Gilliam,Unavailable,DIRECTOR,9
85,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11472,Graham Chapman,Wise Man #2 / Brian Cohen / Biggus Dickus,ACTOR,6
86,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,1549,John Cleese,Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur,ACTOR,11
87,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11473,Terry Gilliam,Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee,ACTOR,9
88,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11474,Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,ACTOR,9
89,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11475,Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,ACTOR,11
90,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11476,Michael Palin,Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus,ACTOR,9
92,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11478,Carol Cleveland,Mrs. Gregory,ACTOR,5
94,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11482,Neil Innes,A Weedy Samaritan,ACTOR,3
106,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,392419.0,17.505,7.8,11475,Terry Jones,Unavailable,DIRECTOR,11
107,tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],tt0070047,8.0,391942.0,95.337,7.7,1700,Ellen Burstyn,Chris MacNeil,ACTOR,3
127,tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],tt0070047,8.0,391942.0,95.337,7.7,7101,Donna Mitchell,Mary Jo Perrin,ACTOR,3
154,tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],tt0066999,8.0,153463.0,14.745,7.5,6050,Clint Eastwood,Harry,ACTOR,3
235,tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],tt0080453,6.0,69053.0,44.038,6.2,14989,Brooke Shields,Emmeline,ACTOR,6
252,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],tt0061418,8.0,111189.0,15.309,7.5,15098,Gene Hackman,Buck Barrow,ACTOR,5
340,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,6982,David Carradine,Cole Younger,ACTOR,3
342,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,31443,Robert Carradine,Bob Younger,ACTOR,3
345,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,8364,Dennis Quaid,Ed Miller,ACTOR,4
349,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,11173,Christopher Guest,Charlie Ford,ACTOR,4
350,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,6802,Nicholas Guest,Bob Ford,ACTOR,4
353,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,37723,Pamela Reed,Belle Starr,ACTOR,3
354,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,7551,James Remar,Sam Starr,ACTOR,4
363,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,14610,Allan Graf,Bank Customer Graf,ACTOR,4
364,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,2429,Chris Mulkey,Vernon Biggs,ACTOR,4
369,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,12578,Lin Shaye,Kate,ACTOR,6
371,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,7.0,11329.0,8.808,6.6,15955,Peter Jason,The Pinkertons,ACTOR,4
417,tm135083,Cairo Station,MOVIE,1958,NR,77,"['drama', 'crime', 'comedy']",['EG'],tt0051390,8.0,4385.0,3.556,7.4,173189,Farid Shawqi,Abu Siri,ACTOR,4
419,tm135083,Cairo Station,MOVIE,1958,NR,77,"['drama', 'crime', 'comedy']",['EG'],tt0051390,8.0,4385.0,3.556,7.4,173191,Youssef Chahine,Qinawi,ACTOR,13
445,tm135083,Cairo Station,MOVIE,1958,NR,77,"['drama', 'crime', 'comedy']",['EG'],tt0051390,8.0,4385.0,3.556,7.4,173191,Youssef Chahine,Unavailable,DIRECTOR,13
466,tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],tt0191182,8.0,2416.0,9.305,7.4,2069,Adolf Hitler,Self (archive footage),ACTOR,3
468,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],tt0068562,6.0,411.0,2.466,6.1,15595,Jane Fonda,Herself,ACTOR,9
469,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],tt0068562,6.0,411.0,2.466,6.1,1765,Donald Sutherland,Himself,ACTOR,3
487,tm27298,Saladin the Victorious,MOVIE,1963,NR,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],tt0057357,8.0,2470.0,4.816,7.1,530826,Mahmoud el-Meliguy,"Conrad, Marquis of Montferrat",ACTOR,3
497,tm27298,Saladin the Victorious,MOVIE,1963,NR,186,"['drama', 'war', 'action', 'history', 'romance']",['EG'],tt0057357,8.0,2470.0,4.816,7.1,173191,Youssef Chahine,Unavailable,DIRECTOR,13
498,tm356209,Singapore,MOVIE,1960,NR,158,"['drama', 'thriller', 'crime']",['IN'],tt0268639,6.0,82.0,1.611,6.3,173252,Shammi Kapoor,Shyam,ACTOR,8
510,tm204541,Dark Waters,MOVIE,1956,NR,120,"['drama', 'action', 'romance', 'thriller']",['EG'],tt0049761,7.0,590.0,1.044,5.9,173191,Youssef Chahine,Unavailable,DIRECTOR,13
511,tm14350,Alexandria… Why?,MOVIE,1979,NR,133,['drama'],['EG'],tt0077751,7.0,1689.0,1.736,6.0,173189,Farid Shawqi,Mohsen's Father,ACTOR,4
512,tm14350,Alexandria… Why?,MOVIE,1979,NR,133,['drama'],['EG'],tt0077751,7.0,1689.0,1.736,6.0,530826,Mahmoud el-Meliguy,Qadry,ACTOR,3
532,tm14350,Alexandria… Why?,MOVIE,1979,NR,133,['drama'],['EG'],tt0077751,7.0,1689.0,1.736,6.0,323651,Ahmad Bedir,Unavailable,ACTOR,3
536,tm14350,Alexandria… Why?,MOVIE,1979,NR,133,['drama'],['EG'],tt0077751,7.0,1689.0,1.736,6.0,740561,Seif Abdelrahman,Unavailable,ACTOR,3
537,tm14350,Alexandria… Why?,MOVIE,1979,NR,133,['drama'],['EG'],tt0077751,7.0,1689.0,1.736,6.0,173191,Youssef Chahine,Unavailable,DIRECTOR,13
540,tm102287,Raya and Sakina,MOVIE,1953,NR,105,"['drama', 'thriller', 'crime', 'history']",['EG'],tt0316472,7.0,231.0,1.826,5.8,173189,Farid Shawqi,Unavailable,ACTOR,4
568,tm71909,Amrapali,MOVIE,1966,NR,120,['fantasy'],['IN'],tt0060104,7.0,225.0,2.047,6.3,144388,Lekh Tandon,Unavailable,DIRECTOR,6
569,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,6958,Amitabh Bachchan,Vijay Varma,ACTOR,19
571,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,105220,Zeenat Aman,Sheetal Sahni,ACTOR,5
572,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,57763,Prem Chopra,Mr. Daaga,ACTOR,5
573,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,63303,Amrish Puri,Balwant Singh,ACTOR,6
574,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,105226,Helen,Sylvia,ACTOR,3
582,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,299653,Goga Kapoor,Unavailable,ACTOR,3
587,tm94651,Dostana,MOVIE,1980,NR,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],tt0080653,2.0,25.0,3.46,4.9,199763,Yunus Parvez,Unavailable,ACTOR,3
592,tm19608,The Blazing Sun,MOVIE,1954,NR,100,"['romance', 'crime', 'drama']",['EG'],tt0044429,7.0,1219.0,1.866,7.0,173189,Farid Shawqi,Reyadh,ACTOR,4
598,tm19608,The Blazing Sun,MOVIE,1954,NR,100,"['romance', 'crime', 'drama']",['EG'],tt0044429,7.0,1219.0,1.866,7.0,173191,Youssef Chahine,Unavailable,DIRECTOR,13
605,tm90896,The Return of the Prodigal Son,MOVIE,1976,NR,124,"['drama', 'crime']","['DZ', 'EG']",tt0074168,7.0,768.0,3.768,5.4,530826,Mahmoud el-Meliguy,Madbouli,ACTOR,3
615,tm90896,The Return of the Prodigal Son,MOVIE,1976,NR,124,"['drama', 'crime']","['DZ', 'EG']",tt0074168,7.0,768.0,3.768,5.4,323651,Ahmad Bedir,Unavailable,ACTOR,3
616,tm90896,The Return of the Prodigal Son,MOVIE,1976,NR,124,"['drama', 'crime']","['DZ', 'EG']",tt0074168,7.0,768.0,3.768,5.4,173191,Youssef Chahine,Unavailable,DIRECTOR,13
617,tm75975,Prince,MOVIE,1969,NR,152,['romance'],['IN'],tt0064842,7.0,168.0,1.788,7.0,173252,Shammi Kapoor,Prince Shamsher Singh,ACTOR,8
620,tm75975,Prince,MOVIE,1969,NR,152,['romance'],['IN'],tt0064842,7.0,168.0,1.788,7.0,105226,Helen,Sophia,ACTOR,3
626,tm75975,Prince,MOVIE,1969,NR,152,['romance'],['IN'],tt0064842,7.0,168.0,1.788,7.0,66223,Asit Sen,Unavailable,ACTOR,3
631,tm75975,Prince,MOVIE,1969,NR,152,['romance'],['IN'],tt0064842,7.0,168.0,1.788,7.0,144388,Lekh Tandon,Unavailable,DIRECTOR,6
632,tm107372,Manoranjan,MOVIE,1974,NR,162,"['comedy', 'drama', 'romance']",['IN'],tt0071811,6.0,236.0,1.22,5.3,173252,Shammi Kapoor,Dhoop Chhaon,ACTOR,8
634,tm107372,Manoranjan,MOVIE,1974,NR,162,"['comedy', 'drama', 'romance']",['IN'],tt0071811,6.0,236.0,1.22,5.3,105220,Zeenat Aman,Nisha,ACTOR,5
637,tm107372,Manoranjan,MOVIE,1974,NR,162,"['comedy', 'drama', 'romance']",['IN'],tt0071811,6.0,236.0,1.22,5.3,173252,Shammi Kapoor,Unavailable,DIRECTOR,8
643,tm200475,"Beirut, Oh Beirut",MOVIE,1975,NR,110,['drama'],['LB'],tt0169599,6.0,106.0,1.104,7.3,479396,Maroun Bagdadi,Unavailable,DIRECTOR,5
644,tm259855,We Are All for the Fatherland,MOVIE,1979,NR,74,['documentation'],"['FR', 'LB', 'CA']",tt0170799,6.0,43.0,0.6,5.3,479396,Maroun Bagdadi,Unavailable,DIRECTOR,5
645,tm259684,Whispers,MOVIE,1980,NR,93,['documentation'],"['FR', 'LB', 'CA']",tt0170803,8.0,75.0,1.4,5.0,479396,Maroun Bagdadi,Unavailable,DIRECTOR,5
647,tm344089,Lal Patthar,MOVIE,1971,NR,153,['drama'],['IN'],tt0237395,6.0,137.0,0.732,7.0,134657,Hema Malini,Unavailable,ACTOR,3
649,tm344089,Lal Patthar,MOVIE,1971,NR,153,['drama'],['IN'],tt0237395,6.0,137.0,0.732,7.0,150754,Vinod Mehra,Unavailable,ACTOR,3
651,tm344089,Lal Patthar,MOVIE,1971,NR,153,['drama'],['IN'],tt0237395,6.0,137.0,0.732,7.0,66223,Asit Sen,Unavailable,ACTOR,3
659,tm358653,Ujala,MOVIE,1959,NR,142,"['romance', 'crime', 'drama']",['IN'],tt0157132,7.0,78.0,0.998,6.0,173252,Shammi Kapoor,Ramu,ACTOR,8
664,tm358653,Ujala,MOVIE,1959,NR,142,"['romance', 'crime', 'drama']",['IN'],tt0157132,7.0,78.0,0.998,6.0,216444,Tun Tun,Unavailable,ACTOR,3
665,tm358653,Ujala,MOVIE,1959,NR,142,"['romance', 'crime', 'drama']",['IN'],tt0157132,7.0,78.0,0.998,6.0,64529,Asrani,Unavailable,ACTOR,5
667,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,NR,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",tt0079749,6.0,555.0,2.554,6.8,63665,Dharmendra,Ali Baba,ACTOR,3
668,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,NR,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",tt0079749,6.0,555.0,2.554,6.8,134657,Hema Malini,Morjina,ACTOR,3
669,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,NR,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",tt0079749,6.0,555.0,2.554,6.8,105220,Zeenat Aman,Fatima,ACTOR,5
670,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,NR,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",tt0079749,6.0,555.0,2.554,6.8,57763,Prem Chopra,Shamsher,ACTOR,5
676,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,NR,138,"['drama', 'action', 'romance', 'family', 'fantasy']","['IN', 'SU']",tt0079749,6.0,555.0,2.554,6.8,434193,Umesh Mehra,Unavailable,DIRECTOR,8
678,tm10204,Professor,MOVIE,1962,NR,163,"['romance', 'comedy', 'drama']",['IN'],tt0056379,7.0,285.0,1.9,5.8,173252,Shammi Kapoor,Professor Pritam Khanna,ACTOR,8
682,tm10204,Professor,MOVIE,1962,NR,163,"['romance', 'comedy', 'drama']",['IN'],tt0056379,7.0,285.0,1.9,5.8,216444,Tun Tun,Unavailable,ACTOR,3
685,tm10204,Professor,MOVIE,1962,NR,163,"['romance', 'comedy', 'drama']",['IN'],tt0056379,7.0,285.0,1.9,5.8,144388,Lekh Tandon,Unavailable,DIRECTOR,6
692,tm336403,Khoon Khoon,MOVIE,1973,NR,131,"['drama', 'crime', 'thriller']",['IN'],tt0230412,5.0,41.0,1.08,3.8,20201,Danny Denzongpa,Unavailable,ACTOR,7
693,tm336403,Khoon Khoon,MOVIE,1973,NR,131,"['drama', 'crime', 'thriller']",['IN'],tt0230412,5.0,41.0,1.08,3.8,69039,Jagdeep,Unavailable,ACTOR,3
696,tm336403,Khoon Khoon,MOVIE,1973,NR,131,"['drama', 'crime', 'thriller']",['IN'],tt0230412,5.0,41.0,1.08,3.8,66223,Asit Sen,Julie's father,ACTOR,3
702,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,7.0,329656.0,112.137,7.0,3535,Tom Cruise,Lt. Pete 'Maverick' Mitchell,ACTOR,4
706,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,7.0,329656.0,112.137,7.0,14659,Tom Skerritt,Cdr. Mike 'Viper' Metcalf,ACTOR,3
707,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,7.0,329656.0,112.137,7.0,11225,Michael Ironside,Lt. Cdr. Heatherly 'Jester',ACTOR,5
711,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,7.0,329656.0,112.137,7.0,2967,Tim Robbins,Merlin,ACTOR,4
712,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,7.0,329656.0,112.137,7.0,20759,Meg Ryan,Carole Bradshaw,ACTOR,3
731,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,16808,Corey Feldman,Teddy Duchamp,ACTOR,3
732,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,913,Jerry O'Connell,Vern Tessio,ACTOR,3
738,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,32782,Marshall Bell,Mr. Lachance,ACTOR,3
743,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,4021,Richard Dreyfuss,The Writer,ACTOR,4
744,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,12474,John Cusack,Denny Lachance,ACTOR,4
762,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.0,392790.0,16.096,7.9,224,Rob Reiner,Unavailable,DIRECTOR,5
763,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.0,342335.0,21.322,8.4,3748,Robert De Niro,David 'Noodles' Aaronson,ACTOR,9
764,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.0,342335.0,21.322,8.4,12171,James Woods,Maximilian 'Max' Bercovicz,ACTOR,5
769,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.0,342335.0,21.322,8.4,16204,Treat Williams,James Conway O'Donnell,ACTOR,3
786,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.0,342335.0,21.322,8.4,5750,James Russo,Bugsy,ACTOR,4
793,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.0,342335.0,21.322,8.4,5684,Paul Herman,Monkey,ACTOR,3
847,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],tt0098635,8.0,212913.0,16.005,7.4,20759,Meg Ryan,Sally Albright,ACTOR,3
854,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],tt0098635,8.0,212913.0,16.005,7.4,20764,Robert Alan Beuth,Man on Aisle,ACTOR,3
887,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],tt0098635,8.0,212913.0,16.005,7.4,224,Rob Reiner,Unavailable,DIRECTOR,5
889,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,3293,Elias Koteas,Casey Jones,ACTOR,6
892,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,57137,Brian Tochi,Leonardo (Voice),ACTOR,3
894,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,16808,Corey Feldman,Donatello (Voice),ACTOR,3
896,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,29485,Robbie Rist,Michaelangelo (Voice),ACTOR,3
898,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,4053,James Saito,The Shredder / Oroko Saki,ACTOR,6
905,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,7.0,92647.0,22.75,6.6,7156,Sam Rockwell,Head Thug,ACTOR,3
911,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",tt0093058,8.0,723306.0,36.502,8.1,11091,Matthew Modine,Pvt. Joker,ACTOR,3
913,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",tt0093058,8.0,723306.0,36.502,8.1,6432,Vincent D'Onofrio,Pvt. Pyle,ACTOR,3
914,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",tt0093058,8.0,723306.0,36.502,8.1,6647,R. Lee Ermey,Gny. Sgt. Hartman,ACTOR,3
928,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",tt0093058,8.0,723306.0,36.502,8.1,112301,Sal Lopez,T.H.E. Rock,ACTOR,3
978,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],tt0087800,7.0,230543.0,53.853,7.3,26005,Robert Englund,Freddy Krueger,ACTOR,3
983,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],tt0087800,7.0,230543.0,53.853,7.3,3381,Johnny Depp,Glen Lantz,ACTOR,9
986,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],tt0087800,7.0,230543.0,53.853,7.3,12578,Lin Shaye,Teacher,ACTOR,6
1013,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,8.0,137549.0,13.761,7.8,3748,Robert De Niro,Leonard Lowe,ACTOR,9
1014,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,8.0,137549.0,13.761,7.8,7244,Robin Williams,Malcolm Sayer,ACTOR,4
1015,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,8.0,137549.0,13.761,7.8,1005,John Heard,Dr. Kaufman,ACTOR,3
1030,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,8.0,137549.0,13.761,7.8,16244,Bradley Whitford,Dr. Tyler,ACTOR,5
1039,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,8.0,137549.0,13.761,7.8,3769,Steve Vinovich,Ray,ACTOR,3
